#id	argumentative	overall quality	local acceptability	appropriateness	arrangement	clarity	cogency	effectiveness	global acceptability	global relevance	global sufficiency	reasonableness	local relevance	credibility	emotional appeal	sufficiency
arg317750	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
arg33060	1.0	1.0	2.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0
arg33069	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0
arg33070	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0
arg33075	1.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0	2.0	3.0	2.0	2.0	2.0
arg33082	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0
arg33086	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
arg33089	1.0	1.0	2.0	2.0	2.0	3.0	1.0	1.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0
arg33099	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0
arg33105	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0
arg33115	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0
arg33118	1.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0
arg33119	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
arg33123	1.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0
arg33126	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
arg33127	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	3.0	1.0	2.0	3.0	2.0	2.0	2.0
arg33129	1.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0
arg33135	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
arg33141	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
arg33143	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0
arg33162	1.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0
arg33226	1.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0
arg33233	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
arg33243	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
arg33261	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0
arg33270	1.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0	2.0
arg33272	1.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0
arg33279	1.0	2.0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0
arg33280	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0
arg33282	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
arg33284	1.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0
arg33285	1.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0
arg33288	1.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
arg33289	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	3.0	2.0	3.0	2.0
arg33293	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0
arg33298	1.0	2.0	2.0	3.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	2.0
arg33319	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0
arg33323	1.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	3.0	2.0	2.0	2.0
arg33339	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0
arg33341	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0
arg33342	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0
arg334884	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0
arg334924	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0
arg334934	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	2.0
arg334943	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0
arg334959	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0
arg334968	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0
arg334973	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0
